id,benchmark_name,test_case,value,lowerBound,upperBound,ci,platform,commit,source
9914,Observable subscribe,Dynamic observable subscribe specific observer,392.152,390.723,395.775,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9915,Observable subscribe,Dynamic observable subscribe dynamic observer,366.643,365.424,369.728,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9916,Observable lift,Specific observable lift specific observer,343.042,341.769,346.224,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9917,Observable lift,Specific observable lift dynamic observer,376.009,374.171,380.622,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9918,Observable lift,Dynamic observable lift specific observer,404.874,403.956,408.468,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9919,Observable lift,Dynamic observable lift dynamic observer,387.359,385.983,390.969,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9920,Operators,map construction from observable via dot + subscribe,351.031,350.617,352.559,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9921,Subscription,composite_subscription create,54.9331,54.7622,55.2641,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9922,Subscription,composite_subscription add,17.7202,17.6284,17.9109,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9923,Subscription,composite_subscription unsubscribe,11.0651,11.0416,11.1522,0.95,Linux GCC,one more bench (7aaede53),rxcpp
9924,Observable construction,Specific observable construction,1.14834,1.13485,1.16972,0.95,Linux CLANG,one more bench (7aaede53),rpp
9925,Observable construction,Dynamic observable construction,33.8597,33.2406,34.7558,0.95,Linux CLANG,one more bench (7aaede53),rpp
9926,Observable construction,Specific observable construction + as_dynamic,34.1708,34.115,34.3782,0.95,Linux CLANG,one more bench (7aaede53),rpp
9927,Observable subscribe #2,Specific observable subscribe lambda,37.6359,36.7819,38.7587,0.95,Linux CLANG,one more bench (7aaede53),rpp
9928,Observable subscribe #2,Dynamic observable subscribe lambda,80.0237,78.5235,82.5564,0.95,Linux CLANG,one more bench (7aaede53),rpp
9929,Observable subscribe #2,Specific observable subscribe specific subscriber,21.9351,21.7136,22.3608,0.95,Linux CLANG,one more bench (7aaede53),rpp
9930,Observable subscribe #2,Dynamic observable subscribe specific subscriber,78.5227,77.5532,80.164,0.95,Linux CLANG,one more bench (7aaede53),rpp
9931,Observable subscribe #2,Specific observable subscribe dynamic observer,22.6968,22.4543,23.1097,0.95,Linux CLANG,one more bench (7aaede53),rpp
9932,Observable subscribe #2,Dynamic observable subscribe dynamic observer,20.6372,20.2693,21.1019,0.95,Linux CLANG,one more bench (7aaede53),rpp
9933,Observer construction,Specific observer construction,1.208,1.19881,1.22893,0.95,Linux CLANG,one more bench (7aaede53),rpp
9934,Observer construction,Dynamic observer construction,34.2114,33.7119,35.2687,0.95,Linux CLANG,one more bench (7aaede53),rpp
9935,Observer construction,Specific observer construction + as_dynamic,33.6009,33.3412,33.948,0.95,Linux CLANG,one more bench (7aaede53),rpp
9936,OnNext,Specific observer OnNext,0.733768,0.717309,0.755022,0.95,Linux CLANG,one more bench (7aaede53),rpp
9937,OnNext,Dynamic observer OnNext,2.41541,2.40888,2.44673,0.95,Linux CLANG,one more bench (7aaede53),rpp
9938,Subscriber construction,Make subsriber,56.6703,56.5771,57.0385,0.95,Linux CLANG,one more bench (7aaede53),rpp
9939,Subscriber construction,Make copy of subscriber,20.5072,20.4623,20.6988,0.95,Linux CLANG,one more bench (7aaede53),rpp
9940,Subscriber construction,Transform subsriber to dynamic,57.9135,57.3108,59.0048,0.95,Linux CLANG,one more bench (7aaede53),rpp
9941,Observable subscribe,Specific observable subscribe specific observer,75.8952,74.344,77.8709,0.95,Linux CLANG,one more bench (7aaede53),rpp
9942,Observable subscribe,Specific observable subscribe dynamic observer,97.731,95.9513,100.479,0.95,Linux CLANG,one more bench (7aaede53),rpp
9943,Observable subscribe,Dynamic observable subscribe specific observer,116.094,115.934,116.827,0.95,Linux CLANG,one more bench (7aaede53),rpp
9944,Observable subscribe,Dynamic observable subscribe dynamic observer,97.5433,95.736,100.285,0.95,Linux CLANG,one more bench (7aaede53),rpp
9945,Observable lift,Specific observable lift specific observer,118.16,117.983,118.986,0.95,Linux CLANG,one more bench (7aaede53),rpp
9946,Observable lift,Specific observable lift dynamic observer,150.63,149.298,153.243,0.95,Linux CLANG,one more bench (7aaede53),rpp
9947,Observable lift,Dynamic observable lift specific observer,181.131,180.191,183.858,0.95,Linux CLANG,one more bench (7aaede53),rpp
9948,Observable lift,Dynamic observable lift dynamic observer,205.678,203.26,210.013,0.95,Linux CLANG,one more bench (7aaede53),rpp
9949,Operators,map construction from observable via dot + subscribe,103.971,103.215,105.649,0.95,Linux CLANG,one more bench (7aaede53),rpp
9950,Subscription,composite_subscription create,36.837,36.5349,37.4473,0.95,Linux CLANG,one more bench (7aaede53),rpp
9951,Subscription,composite_subscription add,2581.2,44.8011,15261.6,0.95,Linux CLANG,one more bench (7aaede53),rpp
9952,Subscription,composite_subscription unsubscribe,7.24909,7.23488,7.31112,0.95,Linux CLANG,one more bench (7aaede53),rpp
9953,Observable construction,Specific observable construction,0.732401,0.722202,0.746452,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9954,Observable construction,Specific observable construction + as_dynamic,30.0389,29.606,31.0534,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9955,Observable subscribe #2,Specific observable subscribe lambda,264.543,260.364,270.949,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9956,Observable subscribe #2,Dynamic observable subscribe lambda,347.999,344.714,353.793,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9957,Observable subscribe #2,Specific observable subscribe specific subscriber,245.932,240.049,253.241,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9958,Observable subscribe #2,Dynamic observable subscribe specific subscriber,352.86,346.242,360.972,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9959,Observable subscribe #2,Specific observable subscribe dynamic observer,296.113,295.419,298.016,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9960,Observable subscribe #2,Dynamic observable subscribe dynamic observer,337.78,333.637,345.208,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9961,Observer construction,Specific observer construction,0.804458,0.79563,0.821076,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9962,Observer construction,Dynamic observer construction,28.3216,27.9797,28.8776,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9963,Observer construction,Specific observer construction + as_dynamic,25.4036,24.9724,26.0645,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9964,OnNext,Specific observer OnNext,0.7907,0.780983,0.808283,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9965,OnNext,Dynamic observer OnNext,2.97954,2.92974,3.05091,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9966,Subscriber construction,Make subsriber,74.1043,73.4931,75.0894,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9967,Subscriber construction,Make copy of subscriber,5.35687,5.27131,5.4933,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9968,Subscriber construction,Transform subsriber to dynamic,33.0235,32.5274,33.853,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9969,Observable subscribe,Specific observable subscribe specific observer,322.293,319.064,327.961,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9970,Observable subscribe,Specific observable subscribe dynamic observer,350.152,346.895,356.305,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9971,Observable subscribe,Dynamic observable subscribe specific observer,428.988,420.849,442.357,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9972,Observable subscribe,Dynamic observable subscribe dynamic observer,410.401,409.608,412.93,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9973,Observable lift,Specific observable lift specific observer,340.654,334.423,349.483,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9974,Observable lift,Specific observable lift dynamic observer,379.185,378.546,381.206,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9975,Observable lift,Dynamic observable lift specific observer,442.999,439.865,450.585,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9976,Observable lift,Dynamic observable lift dynamic observer,413.046,407.951,421.504,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9977,Operators,map construction from observable via dot + subscribe,272.054,269.256,276.663,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9978,Subscription,composite_subscription create,64.5534,63.6596,66.0639,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9979,Subscription,composite_subscription add,23.6546,23.422,24.1055,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9980,Subscription,composite_subscription unsubscribe,11.6853,11.5986,11.8939,0.95,Linux CLANG,one more bench (7aaede53),rxcpp
9981,Observable construction,Specific observable construction,0.671129,0.669213,0.674935,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9982,Observable construction,Dynamic observable construction,81.2733,80.865,82.2315,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9983,Observable construction,Specific observable construction + as_dynamic,80.9263,80.6571,81.4615,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9984,Observable subscribe #2,Specific observable subscribe lambda,34.9197,34.8421,35.115,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9985,Observable subscribe #2,Dynamic observable subscribe lambda,117.741,117.13,118.912,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9986,Observable subscribe #2,Specific observable subscribe specific subscriber,19.5757,19.2001,20.6094,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9987,Observable subscribe #2,Dynamic observable subscribe specific subscriber,127.286,125.318,129.424,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9988,Observable subscribe #2,Specific observable subscribe dynamic observer,30.6333,30.4897,30.9607,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9989,Observable subscribe #2,Dynamic observable subscribe dynamic observer,26.8562,26.7922,27.0073,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9990,Observer construction,Specific observer construction,0.69894,0.671684,0.815769,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9991,Observer construction,Dynamic observer construction,82.2115,81.7788,83.0481,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9992,Observer construction,Specific observer construction + as_dynamic,82.101,81.7492,82.9609,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9993,OnNext,Specific observer OnNext,0.670255,0.668998,0.673163,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9994,OnNext,Dynamic observer OnNext,2.01055,2.00677,2.02015,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9995,Subscriber construction,Make subsriber,101.514,100.901,102.704,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9996,Subscriber construction,Make copy of subscriber,16.7603,16.723,16.8435,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9997,Subscriber construction,Transform subsriber to dynamic,98.0846,97.7846,98.7769,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9998,Observable subscribe,Specific observable subscribe specific observer,140.555,139.072,142.603,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
9999,Observable subscribe,Specific observable subscribe dynamic observer,157.015,156.026,158.949,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10000,Observable subscribe,Dynamic observable subscribe specific observer,203.911,202.252,207.797,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10001,Observable subscribe,Dynamic observable subscribe dynamic observer,137.963,137.503,139.37,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10002,Observable lift,Specific observable lift specific observer,158.852,158.111,161.006,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10003,Observable lift,Specific observable lift dynamic observer,183.154,182.5,184.669,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10004,Observable lift,Dynamic observable lift specific observer,267.635,266.26,271.708,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10005,Observable lift,Dynamic observable lift dynamic observer,223.259,222.446,225.295,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10006,Operators,map construction from observable via dot + subscribe,88.5903,88.3576,89.0312,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10007,Subscription,composite_subscription create,88.6794,88.3031,89.4321,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10008,Subscription,composite_subscription add,39.6055,38.6016,41.6484,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10009,Subscription,composite_subscription unsubscribe,8.37871,8.35961,8.41419,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rpp
10010,Observable construction,Specific observable construction,0.671243,0.66953,0.674722,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10011,Observable construction,Specific observable construction + as_dynamic,123.681,123.058,125.309,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10012,Observable subscribe #2,Specific observable subscribe lambda,915.0,899.1,942.133,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10013,Observable subscribe #2,Dynamic observable subscribe lambda,1054.96,1045.24,1080.88,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10014,Observable subscribe #2,Specific observable subscribe specific subscriber,867.033,860.233,885.333,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10015,Observable subscribe #2,Dynamic observable subscribe specific subscriber,1045.64,1037.28,1078.84,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10016,Observable subscribe #2,Specific observable subscribe dynamic observer,899.655,892.69,923.897,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10017,Observable subscribe #2,Dynamic observable subscribe dynamic observer,934.429,927.75,950.964,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10018,Observer construction,Specific observer construction,0.671007,0.668387,0.677623,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10019,Observer construction,Dynamic observer construction,116.747,116.313,117.908,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10020,Observer construction,Specific observer construction + as_dynamic,117.018,116.452,118.374,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10021,OnNext,Specific observer OnNext,0.670249,0.669005,0.673347,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10022,OnNext,Dynamic observer OnNext,2.00903,2.00444,2.01933,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10023,Subscriber construction,Make subsriber,349.635,346.757,356.068,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10024,Subscriber construction,Make copy of subscriber,31.5393,31.4214,31.8378,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10025,Subscriber construction,Transform subsriber to dynamic,153.911,153.262,155.351,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10026,Observable subscribe,Specific observable subscribe specific observer,1200.41,1186.23,1245.5,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10027,Observable subscribe,Specific observable subscribe dynamic observer,1221.64,1208.68,1270.91,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10028,Observable subscribe,Dynamic observable subscribe specific observer,1378.21,1362.63,1448.11,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10029,Observable subscribe,Dynamic observable subscribe dynamic observer,1258.33,1243.05,1307.19,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10030,Observable lift,Specific observable lift specific observer,1240.81,1226.95,1291.62,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10031,Observable lift,Specific observable lift dynamic observer,1278.29,1264.81,1329.71,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
10032,Observable lift,Dynamic observable lift specific observer,1427.56,1412.28,1490.33,0.95,Windows MSVC,Bump submodules/Catc... (6d140f26),rxcpp
